nome,anno,prezzo,km,motore,potenza,categoria,sorgente,tipo,rarità,colore,Set
Mahindra KUV 100 D75 K8,2018.0,700000.0,30000.0,1198 CC,77 bhp,auto,df_auto,,,,
Mercedes-Benz GL-Class 350 CDI Blue Efficiency,2014.0,3250000.0,33000.0,2987 CC,254.8 bhp,auto,df_auto,,,,
Volkswagen Ameo 1.5 TDI Comfortline,2020.0,800000.0,25000.0,1498 CC,108.62 bhp,auto,df_auto,,,,
Audi A6 2.0 TDI,2014.0,2200000.0,60000.0,1968 CC,174.33 bhp,auto,df_auto,,,,
Hyundai Verna CRDi SX ABS,2007.0,245000.0,121000.0,1493 CC,110 bhp,auto,df_auto,,,,
Hyundai Verna CRDi SX,2010.0,310000.0,120000.0,1493 CC,110 bhp,auto,df_auto,,,,
Hyundai Verna CRDi SX ABS,2007.0,245000.0,120000.0,1493 CC,110 bhp,auto,df_auto,,,,
Volkswagen Polo Petrol Comfortline 1.2L,2011.0,450000.0,110000.0,1198 CC,73.9 bhp,auto,df_auto,,,,
Volkswagen Jetta 2.0L TDI Highline AT,2013.0,850000.0,84000.0,1968 CC,138.03 bhp,auto,df_auto,,,,
Honda CR-V 2.4 4WD AT,2004.0,325000.0,120000.0,2354 CC,152 bhp,auto,df_auto,,,,
Maruti Swift VDI,2013.0,409999.0,100000.0,1248 CC,74 bhp,auto,df_auto,,,,
Volvo XC60 Inscription D5 BSIV,2018.0,5500000.0,50000.0,1969 CC,235 bhp,auto,df_auto,,,,
Hyundai Creta 1.6 CRDi SX Option,2015.0,1000000.0,73500.0,1582 CC,126.2 bhp,auto,df_auto,,,,
Hyundai Xcent 1.1 CRDi SX,2016.0,590000.0,34000.0,1120 CC,71 bhp,auto,df_auto,,,,
Nissan Kicks XV D BSIV,2019.0,1200000.0,23000.0,1461 CC,108.5 bhp,auto,df_auto,,,,
Ford Fiesta 1.4 SXi TDCi ABS,2008.0,175000.0,163000.0,1399 CC,68 bhp,auto,df_auto,,,,
Chevrolet Optra Magnum 2.0 LT,2011.0,300000.0,119000.0,1991 CC,123.7 bhp,auto,df_auto,,,,
Toyota Innova Crysta 2.8 ZX AT BSIV,2017.0,2175000.0,50000.0,2755 CC,171.5 bhp,auto,df_auto,,,,
Honda City i-DTEC VX,2019.0,1110000.0,10500.0,1498 CC,97.9 bhp,auto,df_auto,,,,
Mitsubishi Lancer 2.0 LXd,2000.0,150000.0,280000.0,1998 CC,68 bhp,auto,df_auto,,,,
Volkswagen Vento Diesel Highline,2013.0,325000.0,155000.0,1598 CC,103.6 bhp,auto,df_auto,,,,
Ford Fiesta 1.4 SXi TDCi ABS,2010.0,325000.0,163000.0,1399 CC,68 bhp,auto,df_auto,,,,
Honda City 2017-2020 GXi,2008.0,280000.0,75000.0,1497 CC,78 bhp,auto,df_auto,,,,
Maruti Estilo LXI,2008.0,160000.0,56000.0,,,auto,df_auto,,,,
Honda City i DTec E,2016.0,765000.0,80000.0,1498 CC,98.6 bhp,auto,df_auto,,,,
Honda City i DTEC V,2014.0,640000.0,120000.0,1498 CC,98.6 bhp,auto,df_auto,,,,
Tata Indica V2 DLE BSIII,2007.0,65000.0,120000.0,1396 CC,52.8 bhp,auto,df_auto,,,,
Skoda Octavia Ambiente 1.9 TDI MT,2007.0,195000.0,175000.0,1896 CC,66 bhp,auto,df_auto,,,,
Maruti Alto 800 LXI,2017.0,295000.0,15000.0,796 CC,47.3 bhp,auto,df_auto,,,,
Maruti Swift Dzire ZDI,2012.0,625000.0,100000.0,1248 CC,74 bhp,auto,df_auto,,,,
Maruti Wagon R LX Minor,2009.0,160000.0,80000.0,998 CC,67.1 bhp,auto,df_auto,,,,
Maruti Celerio VXI,2015.0,330000.0,84000.0,998 CC,67.04 bhp,auto,df_auto,,,,
Ford Figo Petrol LXI,2010.0,180000.0,50000.0,1196 CC,70 bhp,auto,df_auto,,,,
Fiat Palio 1.2 ELX,2003.0,70000.0,50000.0,,,auto,df_auto,,,,
Maruti Omni 8 Seater BSIV,2012.0,150000.0,35000.0,796 CC,35 bhp,auto,df_auto,,,,
Hyundai i10 Era,2011.0,300000.0,30000.0,1086 CC,68.05 bhp,auto,df_auto,,,,
Hyundai i20 1.2 Asta Dual Tone,2018.0,730000.0,2388.0,1197 CC,81.83 bhp,auto,df_auto,,,,
Maruti Vitara Brezza LDi,2017.0,650000.0,16200.0,1248 CC,88.5 bhp,auto,df_auto,,,,
Maruti Alto 800 CNG LXI Optional,2019.0,330000.0,10000.0,796 CC,40.3 bhp,auto,df_auto,,,,
Maruti Alto K10 VXI Airbag,2019.0,366000.0,15000.0,998 CC,67.1 bhp,auto,df_auto,,,,
Hyundai Verna VTVT 1.6 SX Option,2019.0,1149000.0,5000.0,1591 CC,121.3 bhp,auto,df_auto,,,,
Datsun GO D,2016.0,150000.0,42000.0,1198 CC,67 bhp,auto,df_auto,,,,
Hyundai Santro Xing GL Plus,2013.0,187000.0,120000.0,1086 CC,62.1 bhp,auto,df_auto,,,,
Tata Safari DICOR 2.2 LX 4x2,2011.0,425000.0,60000.0,2179 CC,138.03 bhp,auto,df_auto,,,,
Maruti 800 Std,2012.0,150000.0,76000.0,796 CC,37 bhp,auto,df_auto,,,,
Ford Aspire Trend Plus,2018.0,620000.0,15000.0,1194 CC,94.93 bhp,auto,df_auto,,,,
Skoda Octavia L and K 1.9 TDI (MT),2007.0,250000.0,100000.0,1896 CC,122.4 bhp,auto,df_auto,,,,
Hyundai Verna 1.6 SX VTVT AT,2012.0,475000.0,83000.0,1591 CC,121.3 bhp,auto,df_auto,,,,
Chevrolet Cruze LTZ AT,2016.0,750000.0,67600.0,1998 CC,163.7 bhp,auto,df_auto,,,,
Mitsubishi Pajero Sport Anniversary Edition,2015.0,1250000.0,160000.0,2477 CC,178 bhp,auto,df_auto,,,,
Hyundai EON Era Plus,2014.0,250000.0,80000.0,814 CC,55.2 bhp,auto,df_auto,,,,
Honda Amaze VX i-DTEC,2013.0,445000.0,100000.0,1498 CC,98.6 bhp,auto,df_auto,,,,
Volkswagen Jetta 2.0 TDI Comfortline,2010.0,400000.0,100000.0,1896 CC,105 bhp,auto,df_auto,,,,
Hyundai i20 1.4 CRDi Era,2010.0,350000.0,90000.0,1396 CC,90 bhp,auto,df_auto,,,,
Skoda Rapid Ultima 1.6 TDI Elegance,2012.0,295000.0,140000.0,1598 CC,103.5 bhp,auto,df_auto,,,,
Maruti Swift Dzire VXI 1.2,2018.0,600000.0,25000.0,1197 CC,81.80 bhp,auto,df_auto,,,,
Toyota Innova Crysta 2.4 GX MT 8S BSIV,2018.0,1650000.0,20000.0,2393 CC,147.8 bhp,auto,df_auto,,,,
Maruti 800 AC,2012.0,100000.0,30000.0,796 CC,37 bhp,auto,df_auto,,,,
Ford Aspire Trend Plus,2018.0,690000.0,13000.0,1194 CC,94.93 bhp,auto,df_auto,,,,
Hyundai i20 1.2 Asta,2018.0,710000.0,42000.0,1197 CC,81.83 bhp,auto,df_auto,,,,
Hyundai EON 1.0 Kappa Magna Plus Optional,2018.0,350000.0,10000.0,998 CC,68.05 bhp,auto,df_auto,,,,
Maruti Alto K10 2010-2014 VXI,2012.0,220000.0,13000.0,998 CC,67.1 bhp,auto,df_auto,,,,
Renault Triber RXZ BSIV,2019.0,700000.0,6500.0,999 CC,72 bhp,auto,df_auto,,,,
Hyundai EON Magna Plus,2013.0,198000.0,49500.0,814 CC,55.2 bhp,auto,df_auto,,,,
Hyundai i20 1.4 CRDi Sportz,2011.0,350000.0,50000.0,1396 CC,90 bhp,auto,df_auto,,,,
Maruti Baleno Alpha 1.2,2016.0,650000.0,35000.0,1197 CC,83.1 bhp,auto,df_auto,,,,
Mahindra Verito 1.5 D4 BSIV,2015.0,380000.0,120000.0,1461 CC,65 bhp,auto,df_auto,,,,
Tata Zest Revotron 1.2 XT,2014.0,360000.0,50000.0,1193 CC,88.7 bhp,auto,df_auto,,,,
Skoda Rapid 1.6 MPI Elegance,2012.0,385000.0,116000.0,1598 CC,103.5 bhp,auto,df_auto,,,,
Hyundai Verna 1.6 SX CRDi (O),2012.0,590000.0,110000.0,1582 CC,126.32 bhp,auto,df_auto,,,,
Mahindra XUV500 W4,2013.0,750000.0,70000.0,2179 CC,140 bhp,auto,df_auto,,,,
Fiat Grande Punto 1.3 Emotion (Diesel),2011.0,254999.0,100000.0,1248 CC,75 bhp,auto,df_auto,,,,
Hyundai Grand i10 SportZ Edition,2015.0,499000.0,20000.0,1197 CC,81.86 bhp,auto,df_auto,,,,
Maruti Swift Dzire AMT ZDI Plus,2018.0,730000.0,60000.0,1248 CC,74.02 bhp,auto,df_auto,,,,
Honda Jazz 1.5 V i DTEC,2016.0,650000.0,30000.0,1498 CC,98.6 bhp,auto,df_auto,,,,
Renault Pulse RxL,2012.0,220000.0,75000.0,1461 CC,63.12 bhp,auto,df_auto,,,,
Maruti Swift 1.3 ZXI,2006.0,229999.0,110000.0,,,auto,df_auto,,,,
Maruti Swift 1.3 VXi,2006.0,215000.0,90000.0,,,auto,df_auto,,,,
Tata Indica V2 DLS TC,2006.0,100000.0,110000.0,1405 CC,62 bhp,auto,df_auto,,,,
Hyundai Accent GLS 1.6,2004.0,110000.0,120000.0,1599 CC,94 bhp,auto,df_auto,,,,
Tata Indica Vista Aqua 1.4 TDI,2009.0,152000.0,48000.0,1405 CC,71 bhp,auto,df_auto,,,,
Maruti Ignis Zeta AMT,2020.0,600000.0,5000.0,1197 CC,81.80 bhp,auto,df_auto,,,,
Chevrolet Tavera Neo 3 LS 10 Seats BSIII,2016.0,620000.0,120000.0,2499 CC,72.4 bhp,auto,df_auto,,,,
Toyota Platinum Etios 1.4 GXD,2018.0,780000.0,116000.0,1364 CC,67.05 bhp,auto,df_auto,,,,
Maruti Swift LXI,2020.0,445000.0,1000.0,1197 CC,81.80 bhp,auto,df_auto,,,,
Hyundai Xcent 1.2 VTVT S AT,2018.0,575000.0,15000.0,1197 CC,81.86 bhp,auto,df_auto,,,,
Maruti S-Cross 2017-2020 Delta DDiS 200 SH,2018.0,975000.0,5000.0,1248 CC,88.5 bhp,auto,df_auto,,,,
Tata Tiago 2019-2020 XZ Plus Dual Tone,2019.0,450000.0,3500.0,1199 CC,83.83 bhp,auto,df_auto,,,,
Ford Figo 1.5D Titanium MT,2015.0,480000.0,80000.0,1498 CC,99 bhp,auto,df_auto,,,,
Maruti Omni MPI STD BSIII 8-STR W/ IMMOBILISER,2008.0,110000.0,48676.0,796 CC,35 bhp,auto,df_auto,,,,
Hyundai Santro Xing XL eRLX Euro II,2006.0,105000.0,60000.0,,,auto,df_auto,,,,
BMW 6 Series GT 630d Luxury Line,2018.0,5830000.0,30000.0,2993 CC,261.4 bhp,auto,df_auto,,,,
Hyundai i20 1.2 Magna Executive,2014.0,415000.0,72000.0,1197 CC,81.83 bhp,auto,df_auto,,,,
Maruti Swift VXI BSIV,2015.0,475000.0,51000.0,1197 CC,81.80 bhp,auto,df_auto,,,,
Maruti Ignis Zeta,2017.0,525000.0,29000.0,1197 CC,81.80 bhp,auto,df_auto,,,,
Maruti Wagon R VXI 1.2,2015.0,365000.0,28000.0,1197 CC,81.80 bhp,auto,df_auto,,,,
Maruti Swift VDI BSIV,2011.0,375000.0,97000.0,1248 CC,74 bhp,auto,df_auto,,,,
Maruti Swift Dzire VDI,2018.0,765000.0,59000.0,1248 CC,74.02 bhp,auto,df_auto,,,,
Maruti Swift Dzire VDI,2019.0,770000.0,27000.0,1248 CC,74.02 bhp,auto,df_auto,,,,
Renault KWID RXT,2018.0,350000.0,30000.0,799 CC,53.3 bhp,auto,df_auto,,,,
Mahindra Scorpio 1.99 S6 Plus,2015.0,875000.0,70000.0,1997 CC,120 bhp,auto,df_auto,,,,
Mahindra XUV500 W6 2WD,2014.0,780000.0,69000.0,2179 CC,140 bhp,auto,df_auto,,,,
Maruti S-Cross 2017-2020 Zeta DDiS 200 SH,2018.0,990000.0,15000.0,1248 CC,88.5 bhp,auto,df_auto,,,,
Maruti Swift Dzire VDI,2019.0,800000.0,35700.0,1248 CC,74.02 bhp,auto,df_auto,,,,
Hyundai Verna 1.6 SX,2012.0,350000.0,120000.0,1582 CC,126.32 bhp,auto,df_auto,,,,
Volkswagen Polo Diesel Comfortline 1.2L,2013.0,325000.0,120000.0,1199 CC,73.9 bhp,auto,df_auto,,,,
Volkswagen Polo Diesel Comfortline 1.2L,2013.0,360000.0,80000.0,1199 CC,73.9 bhp,auto,df_auto,,,,
Maruti Alto K10 2010-2014 VXI,2010.0,148000.0,120000.0,998 CC,67.1 bhp,auto,df_auto,,,,
Maruti Baleno Delta 1.3,2017.0,670000.0,36000.0,1248 CC,74 bhp,auto,df_auto,,,,
Toyota Etios Liva GD,2014.0,430999.0,120000.0,1364 CC,67.04 bhp,auto,df_auto,,,,
Maruti Omni E MPI STD BS IV,2017.0,260000.0,9000.0,796 CC,34.2 bhp,auto,df_auto,,,,
Tata Nano Lx BSIV,2012.0,70000.0,50000.0,624 CC,37.48 bhp,auto,df_auto,,,,
Renault KWID Climber 1.0 MT BSIV,2019.0,300000.0,35000.0,999 CC,67 bhp,auto,df_auto,,,,
Mahindra Xylo E4,2011.0,150000.0,130000.0,2498 CC,112 bhp,auto,df_auto,,,,
Ford Figo Diesel Titanium,2010.0,260000.0,70000.0,1399 CC,68 bhp,auto,df_auto,,,,
Maruti Swift Dzire VDi,2012.0,320000.0,90000.0,1248 CC,73.9 bhp,auto,df_auto,,,,
Tata Nexon 1.2 Revotron XM,2018.0,700000.0,35000.0,1198 CC,108.5 bhp,auto,df_auto,,,,
Volkswagen Polo Petrol Highline 1.2L,2012.0,415000.0,80000.0,1198 CC,73.9 bhp,auto,df_auto,,,,
Maruti Swift Vdi BSIII,2008.0,260000.0,120000.0,1248 CC,75 bhp,auto,df_auto,,,,
Tata Nano Cx,2011.0,70000.0,80000.0,624 CC,35 bhp,auto,df_auto,,,,
Toyota Etios Liva G,2015.0,515000.0,30000.0,1197 CC,78.9 bhp,auto,df_auto,,,,
Hyundai Verna 1.6 CRDi SX,2016.0,803999.0,60000.0,1582 CC,126.2 bhp,auto,df_auto,,,,
Skoda Octavia L and K 1.9 TDI (MT),2007.0,275000.0,200000.0,1896 CC,122.4 bhp,auto,df_auto,,,,
Ford EcoSport 1.5 TDCi Titanium BSIV,2017.0,934000.0,101000.0,1498 CC,98.59 bhp,auto,df_auto,,,,
Ford Fiesta 1.4 Duratorq ZXI,2007.0,210000.0,110000.0,1399 CC,68 bhp,auto,df_auto,,,,
Toyota Innova 2.5 G (Diesel) 8 Seater,2014.0,1050000.0,136000.0,2494 CC,100.6 bhp,auto,df_auto,,,,
Chevrolet Tavera B2 8 Seats BSIII,2011.0,650000.0,250000.0,2499 CC,80 bhp,auto,df_auto,,,,
Chevrolet Cruze LTZ,2012.0,550000.0,74000.0,1998 CC,163.7 bhp,auto,df_auto,,,,
Chevrolet Tavera Neo LT-L - 9 seats BSII,2010.0,285000.0,265000.0,2499 CC,80 bhp,auto,df_auto,,,,
Honda Jazz 1.2 VX i VTEC,2015.0,700000.0,22700.0,1199 CC,88.7 bhp,auto,df_auto,,,,
Hyundai Grand i10 Sportz,2016.0,525000.0,45000.0,1197 CC,82 bhp,auto,df_auto,,,,
Maruti Eeco 5 Seater AC BSIV,2011.0,250000.0,36000.0,1196 CC,73 bhp,auto,df_auto,,,,
Maruti Swift Dzire ZDI,2015.0,575000.0,57000.0,1248 CC,74 bhp,auto,df_auto,,,,
Tata Tiago 1.05 Revotorq XZ,2018.0,540000.0,33000.0,1047 CC,69 bhp,auto,df_auto,,,,
Maruti Ertiga VXI,2012.0,560000.0,59000.0,1373 CC,93.7 bhp,auto,df_auto,,,,
Volkswagen Vento Diesel Highline,2012.0,380000.0,200000.0,1598 CC,103.6 bhp,auto,df_auto,,,,
Ford Figo Petrol Titanium,2011.0,240000.0,80000.0,1196 CC,70 bhp,auto,df_auto,,,,
Chevrolet Spark 1.0 LT LPG,2012.0,300000.0,70000.0,995 CC,60.2 bhp,auto,df_auto,,,,
Datsun RediGO S,2018.0,280000.0,50000.0,799 CC,53.64 bhp,auto,df_auto,,,,
Maruti Ritz VDi,2011.0,350000.0,118000.0,1248 CC,73.9 bhp,auto,df_auto,,,,
Tata Indica Vista TDI LS,2014.0,110000.0,250000.0,1405 CC,70 bhp,auto,df_auto,,,,
Tata Nexon 1.5 Revotorq XZ Plus,2018.0,980000.0,20000.0,1497 CC,108.5 bhp,auto,df_auto,,,,
Tata Nexon 1.5 Revotorq XZ Plus,2018.0,969999.0,21871.0,1497 CC,108.5 bhp,auto,df_auto,,,,
Mahindra KUV 100 mFALCON D75 K8,2016.0,357000.0,120000.0,1198 CC,77 bhp,auto,df_auto,,,,
Tata Indica Vista TDI LX,2014.0,280000.0,100000.0,1405 CC,70 bhp,auto,df_auto,,,,
Mahindra Bolero 2011-2019 ZLX,2012.0,430000.0,50000.0,2523 CC,62.1 bhp,auto,df_auto,,,,
Maruti Swift VDI BSIV,2014.0,217000.0,50000.0,,,auto,df_auto,,,,
Maruti Alto 800 LXI Airbag,2015.0,250000.0,70000.0,796 CC,47.3 bhp,auto,df_auto,,,,
Chevrolet Enjoy 1.3 TCDi LS 8,2016.0,525000.0,80000.0,1248 CC,73.74 bhp,auto,df_auto,,,,
Tata Tiago 1.2 Revotron XZ,2018.0,500000.0,25000.0,1199 CC,84 bhp,auto,df_auto,,,,
Mahindra Scorpio S5 BSIV,2019.0,1000000.0,60000.0,2179 CC,120 bhp,auto,df_auto,,,,
Maruti Alto 800 LXI Optional,2017.0,316000.0,25000.0,796 CC,47.3 bhp,auto,df_auto,,,,
Maruti Alto 800 VXI Optional,2018.0,350000.0,50000.0,796 CC,47.3 bhp,auto,df_auto,,,,
Tata Nexon 1.5 Revotorq XZ Plus Dual Tone,2018.0,950000.0,14000.0,1497 CC,108.5 bhp,auto,df_auto,,,,
Maruti 800 AC,2005.0,45000.0,55425.0,796 CC,37 bhp,auto,df_auto,,,,
Mahindra Bolero 2011-2019 SLX,2013.0,475000.0,76000.0,2523 CC,62.1 bhp,auto,df_auto,,,,
Toyota Fortuner 2.8 4WD AT BSIV,2020.0,3200000.0,3000.0,2755 CC,174.5 bhp,auto,df_auto,,,,
Mahindra TUV 300 T8,2016.0,600000.0,139000.0,1493 CC,100 bhp,auto,df_auto,,,,
Volkswagen Vento 1.6 Highline,2014.0,430000.0,100000.0,1598 CC,103.2 bhp,auto,df_auto,,,,
Hyundai Creta 1.6 CRDi SX,2015.0,965000.0,60000.0,1582 CC,126.2 bhp,auto,df_auto,,,,
Skoda Rapid 1.6 MPI AT Elegance,2013.0,395000.0,35000.0,1598 CC,103.5 bhp,auto,df_auto,,,,
Tata Sumo CX 9 Seater,2008.0,150000.0,120000.0,1948 CC,68 bhp,auto,df_auto,,,,
Maruti Ertiga ZDI,2013.0,700000.0,37659.0,1248 CC,88.8 bhp,auto,df_auto,,,,
Maruti Ritz VDi,2012.0,250000.0,89000.0,1248 CC,73.94 bhp,auto,df_auto,,,,
Maruti Ertiga ZDI,2013.0,680000.0,37500.0,1248 CC,88.8 bhp,auto,df_auto,,,,
Tata Tiago 1.2 Revotron XTA,2018.0,500000.0,5000.0,1199 CC,84 bhp,auto,df_auto,,,,
Hyundai Grand i10 1.2 Kappa Asta,2013.0,420000.0,21000.0,1197 CC,81.86 bhp,auto,df_auto,,,,
Maruti Alto K10 LXI,2017.0,290000.0,10000.0,998 CC,67.05 bhp,auto,df_auto,,,,
Maruti Swift Dzire VDI,2017.0,750000.0,30000.0,1248 CC,74.02 bhp,auto,df_auto,,,,
Maruti Eeco 7 Seater Standard BSIV,2015.0,300000.0,19800.0,1196 CC,73 bhp,auto,df_auto,,,,
Maruti Ritz VDi,2011.0,250000.0,90000.0,1248 CC,73.9 bhp,auto,df_auto,,,,
Honda Brio Exclusive Edition,2014.0,335000.0,33033.0,1198 CC,86.8 bhp,auto,df_auto,,,,
Hyundai Grand i10 AT Asta,2015.0,465000.0,63063.0,1197 CC,82 bhp,auto,df_auto,,,,
Maruti Wagon R LXI Minor,2007.0,100000.0,70000.0,1061 CC,67 bhp,auto,df_auto,,,,
Maruti Wagon R LX BSIII,2007.0,100000.0,80000.0,1061 CC,64 bhp,auto,df_auto,,,,
Maruti Ertiga VDI,2013.0,550000.0,120000.0,1248 CC,88.76 bhp,auto,df_auto,,,,
Maruti Swift Dzire VDi,2012.0,341000.0,120000.0,1248 CC,73.9 bhp,auto,df_auto,,,,
Hyundai Grand i10 1.2 CRDi Sportz,2017.0,600000.0,50000.0,1186 CC,73.97 bhp,auto,df_auto,,,,
Honda City i DTEC VX,2014.0,650000.0,167000.0,1498 CC,98.6 bhp,auto,df_auto,,,,
Chevrolet Spark 1.0 PS,2008.0,75527.0,80000.0,995 CC,63 bhp,auto,df_auto,,,,
Tata Indigo CS eLX BS IV,2014.0,215000.0,100000.0,1396 CC,69.01 bhp,auto,df_auto,,,,
Maruti Ciaz ZDi Plus SHVS,2017.0,650000.0,60000.0,1248 CC,88.5 bhp,auto,df_auto,,,,
Renault Captur 1.5 Diesel RXT,2017.0,900000.0,50000.0,1461 CC,108.45 bhp,auto,df_auto,,,,
Hyundai i20 Sportz 1.2,2014.0,500000.0,17000.0,1197 CC,81.83 bhp,auto,df_auto,,,,
Maruti Baleno Delta 1.2,2017.0,550000.0,46000.0,1197 CC,83.1 bhp,auto,df_auto,,,,
Maruti Swift VDI Optional,2015.0,475000.0,60000.0,1248 CC,74 bhp,auto,df_auto,,,,
Maruti Wagon R LX,2006.0,65000.0,198000.0,998 CC,67.1 bhp,auto,df_auto,,,,
Hyundai Xcent 1.1 CRDi SX,2015.0,425000.0,60000.0,1120 CC,71 bhp,auto,df_auto,,,,
Toyota Corolla Altis Diesel D4DJ,2012.0,476999.0,90000.0,1364 CC,87.2 bhp,auto,df_auto,,,,
Chevrolet Spark 1.0 LS,2011.0,150000.0,40000.0,995 CC,62 bhp,auto,df_auto,,,,
Maruti Alto LXi,2011.0,225000.0,90000.0,796 CC,46.3 bhp,auto,df_auto,,,,
Maruti Alto LXi,2010.0,190000.0,80000.0,796 CC,46.3 bhp,auto,df_auto,,,,
Maruti Alto LX,2003.0,100000.0,164000.0,796 CC,46.3 bhp,auto,df_auto,,,,
Mahindra Bolero SLE BSIII,2011.0,400000.0,70000.0,2523 CC,63 bhp,auto,df_auto,,,,
Audi Q5 35TDI Premium Plus,2018.0,3975000.0,31800.0,1968 CC,188 bhp,auto,df_auto,,,,
Honda CR-V 2.0L 2WD AT,2016.0,1350000.0,74000.0,1997 CC,153.86 bhp,auto,df_auto,,,,
Lexus ES 300h,2019.0,5150000.0,20000.0,2487 CC,214.56 bhp,auto,df_auto,,,,
Jaguar XF 2.0 Diesel Portfolio,2017.0,3200000.0,45000.0,1999 CC,177 bhp,auto,df_auto,,,,
Jeep Wrangler 2016-2019 3.6 4X4,2017.0,4100000.0,17000.0,3604 CC,280 bhp,auto,df_auto,,,,
Mahindra Thar CRDe AC,2018.0,900000.0,12000.0,2498 CC,105 bhp,auto,df_auto,,,,
Toyota Camry 2.5 Hybrid,2016.0,2000000.0,68089.0,2494 CC,157.7 bhp,auto,df_auto,,,,
Honda Jazz VX,2016.0,550000.0,56494.0,1199 CC,88.7 bhp,auto,df_auto,,,,
Toyota Innova 2.5 VX (Diesel) 7 Seater,2013.0,750000.0,79328.0,2494 CC,100.6 bhp,auto,df_auto,,,,
Honda Amaze V CVT Petrol BSIV,2019.0,779000.0,7032.0,1199 CC,88.76 bhp,auto,df_auto,,,,
BMW 5 Series 520d Sport Line,2018.0,4000000.0,10000.0,1995 CC,187.74 bhp,auto,df_auto,,,,
Mercedes-Benz E-Class Exclusive E 200 BSIV,2019.0,5200000.0,17000.0,1991 CC,194.4 bhp,auto,df_auto,,,,
Land Rover Discovery Sport TD4 SE,2019.0,4500000.0,21000.0,1999 CC,148.31 bhp,auto,df_auto,,,,
Tata Hexa XE,2017.0,969999.0,26500.0,2179 CC,147.94 bhp,auto,df_auto,,,,
Mercedes-Benz S-Class S 350 CDI,2017.0,6000000.0,37000.0,2987 CC,254.79 bhp,auto,df_auto,,,,
Hyundai Grand i10 1.2 Kappa Magna AT,2016.0,475000.0,45629.0,1197 CC,81.86 bhp,auto,df_auto,,,,
Hyundai Venue SX Plus Turbo DCT BSIV,2019.0,1125000.0,3500.0,998 CC,118.35 bhp,auto,df_auto,,,,
Honda CR-V 2.4L 4WD AT AVN,2017.0,1650000.0,52000.0,2354 CC,187.4 bhp,auto,df_auto,,,,
Mahindra Bolero Power Plus SLE,2019.0,740000.0,35000.0,1493 CC,70 bhp,auto,df_auto,,,,
Mahindra KUV 100 G80 K2,2018.0,400000.0,15000.0,1198 CC,82 bhp,auto,df_auto,,,,
Maruti Wagon R LXI Optional,2018.0,430000.0,14000.0,998 CC,67.04 bhp,auto,df_auto,,,,
Mahindra XUV300 W8 Option BSIV,2019.0,1132000.0,20000.0,1197 CC,110 bhp,auto,df_auto,,,,
Maruti Wagon R LXI BS IV,2017.0,352000.0,68850.0,998 CC,67.1 bhp,auto,df_auto,,,,
Tata Tiago 1.2 Revotron XE,2016.0,252999.0,45775.0,1199 CC,84 bhp,auto,df_auto,,,,
Chevrolet Spark 1.0 LT,2012.0,80000.0,70000.0,995 CC,62.1 bhp,auto,df_auto,,,,
Maruti Wagon R LXI,2015.0,313000.0,68203.0,998 CC,67.05 bhp,auto,df_auto,,,,
Hyundai Grand i10 SportZ Edition,2014.0,380000.0,30000.0,1197 CC,81.86 bhp,auto,df_auto,,,,
Renault KWID RXL,2018.0,350000.0,25000.0,799 CC,53.3 bhp,auto,df_auto,,,,
Renault Duster 85PS Diesel RxE,2016.0,600000.0,90000.0,1461 CC,83.8 bhp,auto,df_auto,,,,
Tata Manza Aqua Quadrajet,2011.0,88000.0,97343.0,1248 CC,90 bhp,auto,df_auto,,,,
Maruti Omni 8 Seater BSII,2008.0,160000.0,70000.0,796 CC,35 bhp,auto,df_auto,,,,
Maruti Omni E 8 Str STD,2008.0,125000.0,70000.0,,,auto,df_auto,,,,
Hyundai i10 Sportz,2014.0,290000.0,31000.0,1197 CC,78.9 bhp,auto,df_auto,,,,
Mahindra Scorpio S4 7 Seater,2014.0,650000.0,70000.0,2179 CC,120 bhp,auto,df_auto,,,,
Maruti Eeco CNG 5 Seater AC BSIV,2015.0,380000.0,20000.0,1196 CC,61.7 bhp,auto,df_auto,,,,
Hyundai EON D Lite Plus,2014.0,180000.0,62000.0,814 CC,55.2 bhp,auto,df_auto,,,,
Maruti 800 AC,2008.0,75000.0,29000.0,796 CC,37 bhp,auto,df_auto,,,,
Tata Safari DICOR 2.2 LX 4x2,2012.0,132000.0,82507.0,2179 CC,138.03 bhp,auto,df_auto,,,,
Chevrolet Beat LS,2010.0,110000.0,60000.0,1199 CC,79.4 bhp,auto,df_auto,,,,
Maruti Alto K10 VXI,2018.0,390000.0,10000.0,998 CC,67.05 bhp,auto,df_auto,,,,
Hyundai i20 Asta 1.2,2015.0,550000.0,70000.0,1197 CC,81.83 bhp,auto,df_auto,,,,
Hyundai Santro Xing XG,2004.0,70000.0,70000.0,,,auto,df_auto,,,,
Maruti 800 AC BSIII,2008.0,70000.0,59400.0,796 CC,37 bhp,auto,df_auto,,,,
Hyundai EON Era Plus,2013.0,275000.0,20000.0,814 CC,55.2 bhp,auto,df_auto,,,,
Maruti SX4 Vxi BSIII,2009.0,250000.0,125876.0,1586 CC,104.68 bhp,auto,df_auto,,,,
Jeep Compass 1.4 Limited Plus BSIV,2019.0,2100000.0,5000.0,1368 CC,160.77 bhp,auto,df_auto,,,,
Tata Sumo MKII GX BS IV,2011.0,250000.0,90000.0,2179 CC,118.35 bhp,auto,df_auto,,,,
